vehicle_id,speed,travel_time,waiting_time,distance
diag.112,6.5227,120.0000,0.0000,782.7200
anti.127,7.9063,99.0000,0.0000,782.7200
diag.113,6.5227,120.0000,0.0000,782.7200
anti.128,7.9063,99.0000,0.0000,782.7200
diag.114,6.6332,118.0000,0.0000,782.7200
anti.129,7.9869,98.0000,0.0000,782.7200
diag.115,6.8063,115.0000,0.0000,782.7200
anti.130,7.8272,100.0000,0.0000,782.7200
diag.116,6.8660,114.0000,0.0000,782.7200
anti.131,8.2392,95.0000,0.0000,782.7200
anti.132,8.2392,95.0000,0.0000,782.7200
diag.117,6.8063,115.0000,0.0000,782.7200
diag.118,6.8063,115.0000,0.0000,782.7200
anti.133,8.0693,97.0000,0.0000,782.7200
anti.134,8.1533,96.0000,0.0000,782.7200
diag.119,6.9886,112.0000,0.0000,782.7200
diag.120,6.9267,113.0000,0.0000,782.7200
anti.135,7.9869,98.0000,0.0000,782.7200
diag.121,7.0515,111.0000,0.0000,782.7200
anti.136,7.9063,99.0000,0.0000,782.7200
diag.122,7.0515,111.0000,0.0000,782.7200
anti.137,7.9063,99.0000,0.0000,782.7200
diag.123,7.0515,111.0000,0.0000,782.7200
anti.138,7.8272,100.0000,0.0000,782.7200
diag.124,7.0515,111.0000,0.0000,782.7200
anti.139,7.9063,99.0000,0.0000,782.7200
diag.125,6.9267,113.0000,0.0000,782.7200
anti.140,7.8272,100.0000,0.0000,782.7200
diag.126,6.9886,112.0000,0.0000,782.7200
anti.141,7.8272,100.0000,0.0000,782.7200
diag.127,6.9267,113.0000,0.0000,782.7200
diag.128,6.9886,112.0000,0.0000,782.7200
anti.142,7.8272,100.0000,0.0000,782.7200
anti.143,7.8272,100.0000,0.0000,782.7200
diag.129,7.0515,111.0000,0.0000,782.7200
anti.144,7.9869,98.0000,0.0000,782.7200
anti.145,7.9869,98.0000,0.0000,782.7200
anti.146,7.9063,99.0000,0.0000,782.7200
diag.130,6.8063,115.0000,0.0000,782.7200
diag.131,6.8660,114.0000,0.0000,782.7200
anti.147,7.9869,98.0000,0.0000,782.7200
diag.132,6.8063,115.0000,0.0000,782.7200
diag.133,6.9886,112.0000,0.0000,782.7200
anti.148,7.9063,99.0000,0.0000,782.7200
diag.134,6.9886,112.0000,0.0000,782.7200
anti.149,8.0693,97.0000,0.0000,782.7200
diag.135,7.0515,111.0000,0.0000,782.7200
anti.150,8.0693,97.0000,0.0000,782.7200
diag.136,6.9886,112.0000,0.0000,782.7200
diag.137,6.9267,113.0000,0.0000,782.7200
cross.6,0.8254,461.0000,384.0000,380.5000
anti.151,7.5262,104.0000,0.0000,782.7200
diag.138,6.8660,114.0000,0.0000,782.7200
anti.152,7.5262,104.0000,0.0000,782.7200
diag.139,6.8660,114.0000,0.0000,782.7200
diag.140,7.1156,110.0000,0.0000,782.7200
anti.153,7.5992,103.0000,0.0000,782.7200
anti.154,7.6737,102.0000,0.0000,782.7200
anti.155,7.6737,102.0000,0.0000,782.7200
diag.141,6.8660,114.0000,0.0000,782.7200
anti.156,7.8272,100.0000,0.0000,782.7200
diag.142,6.9886,112.0000,0.0000,782.7200
diag.143,7.1809,109.0000,0.0000,782.7200
anti.157,7.6737,102.0000,0.0000,782.7200
diag.144,7.2474,108.0000,0.0000,782.7200
anti.158,7.5262,104.0000,0.0000,782.7200
anti.159,7.6737,102.0000,0.0000,782.7200
diag.145,6.9267,113.0000,0.0000,782.7200
diag.146,6.9267,113.0000,0.0000,782.7200
anti.160,7.5262,104.0000,0.0000,782.7200
diag.147,7.0515,111.0000,0.0000,782.7200
anti.161,7.5262,104.0000,0.0000,782.7200
anti.162,7.5262,104.0000,0.0000,782.7200
anti.163,7.6737,102.0000,0.0000,782.7200
diag.148,7.0515,111.0000,0.0000,782.7200
diag.149,6.9886,112.0000,0.0000,782.7200
anti.164,7.5992,103.0000,0.0000,782.7200
diag.150,7.1156,110.0000,0.0000,782.7200
anti.165,7.7497,101.0000,0.0000,782.7200
anti.166,7.7497,101.0000,0.0000,782.7200
anti.167,7.9063,99.0000,0.0000,782.7200
diag.151,6.7476,116.0000,0.0000,782.7200
diag.152,6.8063,115.0000,0.0000,782.7200
diag.153,6.8063,115.0000,0.0000,782.7200
anti.168,7.5262,104.0000,0.0000,782.7200
diag.154,6.8063,115.0000,0.0000,782.7200
anti.169,7.5262,104.0000,0.0000,782.7200
anti.170,7.6737,102.0000,0.0000,782.7200
anti.171,7.7497,101.0000,0.0000,782.7200
diag.155,6.6899,117.0000,0.0000,782.7200
diag.156,6.8660,114.0000,0.0000,782.7200
anti.172,7.6737,102.0000,0.0000,782.7200
diag.157,6.8063,115.0000,0.0000,782.7200
diag.158,6.8660,114.0000,0.0000,782.7200
anti.173,7.6737,102.0000,0.0000,782.7200
diag.159,6.9886,112.0000,0.0000,782.7200
anti.174,7.6737,102.0000,0.0000,782.7200
anti.175,7.5992,103.0000,0.0000,782.7200
diag.160,6.9267,113.0000,0.0000,782.7200
diag.161,6.9886,112.0000,0.0000,782.7200
anti.176,7.6737,102.0000,0.0000,782.7200
diag.162,6.8660,114.0000,0.0000,782.7200
diag.163,6.7476,116.0000,0.0000,782.7200
anti.177,7.2474,108.0000,0.0000,782.7200
diag.164,6.8660,114.0000,0.0000,782.7200
anti.178,7.2474,108.0000,0.0000,782.7200
diag.165,6.9267,113.0000,0.0000,782.7200
anti.179,7.3151,107.0000,0.0000,782.7200
anti.180,7.4545,105.0000,0.0000,782.7200
diag.166,6.9267,113.0000,0.0000,782.7200
diag.167,7.0515,111.0000,0.0000,782.7200
anti.181,7.4545,105.0000,0.0000,782.7200
cross.7,0.7046,540.0000,455.0000,380.5000
diag.168,7.0515,111.0000,0.0000,782.7200
anti.182,7.5262,104.0000,0.0000,782.7200
anti.183,7.5262,104.0000,0.0000,782.7200
diag.169,6.9267,113.0000,0.0000,782.7200
anti.184,7.6737,102.0000,0.0000,782.7200
diag.170,7.1809,109.0000,0.0000,782.7200
anti.185,7.5992,103.0000,0.0000,782.7200
diag.171,7.1809,109.0000,0.0000,782.7200
diag.172,7.1809,109.0000,0.0000,782.7200
anti.186,7.5992,103.0000,0.0000,782.7200
diag.173,7.3151,107.0000,0.0000,782.7200
anti.187,7.5262,104.0000,0.0000,782.7200
anti.188,7.5262,104.0000,0.0000,782.7200
diag.174,7.2474,108.0000,0.0000,782.7200
anti.189,7.1156,110.0000,0.0000,782.7200
diag.175,6.7476,116.0000,0.0000,782.7200
anti.190,7.1809,109.0000,0.0000,782.7200
diag.176,6.7476,116.0000,0.0000,782.7200
anti.191,7.2474,108.0000,0.0000,782.7200
diag.177,6.6899,117.0000,0.0000,782.7200
anti.192,7.2474,108.0000,0.0000,782.7200
diag.178,6.7476,116.0000,0.0000,782.7200
anti.193,7.3151,107.0000,0.0000,782.7200
anti.194,7.3151,107.0000,0.0000,782.7200
diag.179,6.6899,117.0000,0.0000,782.7200
anti.195,7.5262,104.0000,0.0000,782.7200
diag.180,6.8063,115.0000,0.0000,782.7200
anti.196,7.5262,104.0000,0.0000,782.7200
diag.181,6.9886,112.0000,0.0000,782.7200
anti.197,7.5262,104.0000,0.0000,782.7200
diag.182,6.9886,112.0000,0.0000,782.7200
anti.198,7.5262,104.0000,0.0000,782.7200
diag.183,6.9267,113.0000,0.0000,782.7200
anti.199,7.5262,104.0000,0.0000,782.7200
anti.200,7.5992,103.0000,0.0000,782.7200
anti.201,7.3842,106.0000,0.0000,782.7200
diag.184,6.4157,122.0000,0.0000,782.7200
anti.202,7.5262,104.0000,0.0000,782.7200
diag.185,6.4157,122.0000,0.0000,782.7200
diag.186,6.5227,120.0000,0.0000,782.7200
diag.187,6.5227,120.0000,0.0000,782.7200
diag.188,6.5775,119.0000,0.0000,782.7200
anti.203,7.3151,107.0000,0.0000,782.7200
diag.189,6.8660,114.0000,0.0000,782.7200
anti.204,7.3151,107.0000,0.0000,782.7200
diag.190,6.8063,115.0000,0.0000,782.7200
diag.191,6.8063,115.0000,0.0000,782.7200
anti.205,7.1809,109.0000,0.0000,782.7200
diag.192,6.8063,115.0000,0.0000,782.7200
anti.206,7.1809,109.0000,0.0000,782.7200
cross.8,0.6258,608.0000,518.0000,380.5000
anti.207,7.3842,106.0000,0.0000,782.7200
diag.193,6.9267,113.0000,0.0000,782.7200
anti.208,7.3842,106.0000,0.0000,782.7200
diag.194,6.8660,114.0000,0.0000,782.7200
anti.209,7.3842,106.0000,0.0000,782.7200
diag.195,6.8063,115.0000,0.0000,782.7200
anti.210,7.2474,108.0000,0.0000,782.7200
diag.196,6.8063,115.0000,0.0000,782.7200
anti.211,7.2474,108.0000,1.0000,782.7200
anti.212,7.4545,105.0000,0.0000,782.7200
diag.197,6.9886,112.0000,0.0000,782.7200
anti.213,7.4545,105.0000,0.0000,782.7200
anti.214,7.4545,105.0000,0.0000,782.7200
diag.198,6.8660,114.0000,0.0000,782.7200
diag.199,6.9267,113.0000,0.0000,782.7200
anti.215,7.5262,104.0000,0.0000,782.7200
anti.216,7.6737,102.0000,0.0000,782.7200
diag.200,6.8660,114.0000,1.0000,782.7200
diag.201,6.8660,114.0000,0.0000,782.7200
anti.217,7.5262,104.0000,0.0000,782.7200
diag.202,6.9886,112.0000,0.0000,782.7200
anti.218,7.3842,106.0000,0.0000,782.7200
diag.203,6.8660,114.0000,0.0000,782.7200
anti.219,7.5262,104.0000,0.0000,782.7200
anti.220,7.6737,102.0000,0.0000,782.7200
diag.204,6.7476,116.0000,0.0000,782.7200
anti.221,7.5992,103.0000,0.0000,782.7200
diag.205,6.8063,115.0000,0.0000,782.7200
anti.222,7.3842,106.0000,0.0000,782.7200
anti.223,7.6737,102.0000,0.0000,782.7200
anti.224,7.6737,102.0000,0.0000,782.7200
diag.206,6.4157,122.0000,0.0000,782.7200
anti.225,7.5992,103.0000,0.0000,782.7200
diag.207,6.4157,122.0000,0.0000,782.7200
anti.226,7.5262,104.0000,0.0000,782.7200
diag.208,6.4688,121.0000,0.0000,782.7200
anti.227,7.4545,105.0000,0.0000,782.7200
diag.209,6.6899,117.0000,0.0000,782.7200
diag.210,6.7476,116.0000,0.0000,782.7200
anti.228,7.5262,104.0000,0.0000,782.7200
diag.211,6.6899,117.0000,0.0000,782.7200
anti.229,7.4545,105.0000,0.0000,782.7200
diag.212,6.6332,118.0000,0.0000,782.7200
diag.213,6.7476,116.0000,0.0000,782.7200
anti.230,7.4545,105.0000,0.0000,782.7200
anti.231,7.6737,102.0000,0.0000,782.7200
anti.232,7.9063,99.0000,0.0000,782.7200
diag.214,6.8063,115.0000,0.0000,782.7200
diag.215,6.7476,116.0000,0.0000,782.7200
anti.233,7.6737,102.0000,0.0000,782.7200
diag.216,6.6899,117.0000,0.0000,782.7200
anti.234,7.7497,101.0000,0.0000,782.7200
diag.217,6.6899,117.0000,0.0000,782.7200
diag.218,6.7476,116.0000,0.0000,782.7200
anti.235,7.7497,101.0000,0.0000,782.7200
cross.9,0.5629,676.0000,574.0000,380.5000
anti.236,7.6737,102.0000,0.0000,782.7200
diag.219,6.6332,118.0000,0.0000,782.7200
anti.237,7.7497,101.0000,0.0000,782.7200
diag.220,6.8063,115.0000,0.0000,782.7200
anti.238,7.5992,103.0000,0.0000,782.7200
diag.221,6.7476,116.0000,0.0000,782.7200
anti.239,7.5262,104.0000,0.0000,782.7200
diag.222,6.7476,116.0000,0.0000,782.7200
diag.223,6.8063,115.0000,0.0000,782.7200
anti.240,7.5262,104.0000,0.0000,782.7200
anti.241,7.5992,103.0000,0.0000,782.7200
diag.224,6.6332,118.0000,0.0000,782.7200
anti.242,7.6737,102.0000,0.0000,782.7200
diag.225,6.6332,118.0000,1.0000,782.7200
diag.226,6.6899,117.0000,0.0000,782.7200
anti.243,7.5992,103.0000,0.0000,782.7200
diag.227,6.6899,117.0000,0.0000,782.7200
anti.244,7.6737,102.0000,0.0000,782.7200
diag.228,6.8063,115.0000,0.0000,782.7200
anti.245,7.7497,101.0000,0.0000,782.7200
anti.246,7.7497,101.0000,0.0000,782.7200
diag.229,6.6899,117.0000,0.0000,782.7200
anti.247,7.8272,100.0000,0.0000,782.7200
diag.230,6.6332,118.0000,0.0000,782.7200
diag.231,6.8063,115.0000,0.0000,782.7200
anti.248,7.5992,103.0000,0.0000,782.7200
diag.232,6.7476,116.0000,0.0000,782.7200
anti.249,7.5262,104.0000,0.0000,782.7200
diag.233,6.6332,118.0000,0.0000,782.7200
diag.234,6.8063,115.0000,0.0000,782.7200
anti.250,7.4545,105.0000,0.0000,782.7200
anti.251,7.4545,105.0000,0.0000,782.7200
diag.235,6.9886,112.0000,0.0000,782.7200
anti.252,7.5262,104.0000,0.0000,782.7200
diag.236,6.9267,113.0000,0.0000,782.7200
anti.253,7.4545,105.0000,0.0000,782.7200
diag.237,6.9886,112.0000,0.0000,782.7200
anti.254,7.5992,103.0000,0.0000,782.7200
anti.255,7.6737,102.0000,0.0000,782.7200
diag.238,6.7476,116.0000,0.0000,782.7200
anti.256,7.5992,103.0000,0.0000,782.7200
diag.239,6.9267,113.0000,0.0000,782.7200
diag.240,6.8660,114.0000,0.0000,782.7200
anti.257,7.5992,103.0000,0.0000,782.7200
anti.258,7.5262,104.0000,0.0000,782.7200
diag.241,6.8660,114.0000,0.0000,782.7200
anti.259,7.5992,103.0000,0.0000,782.7200
diag.242,6.8660,114.0000,0.0000,782.7200
anti.260,7.8272,100.0000,0.0000,782.7200
anti.261,7.7497,101.0000,0.0000,782.7200
diag.243,6.7476,116.0000,0.0000,782.7200
diag.244,6.7476,116.0000,0.0000,782.7200
anti.262,7.5262,104.0000,0.0000,782.7200
diag.245,6.8063,115.0000,0.0000,782.7200
anti.263,7.5992,103.0000,0.0000,782.7200
diag.246,6.9267,113.0000,0.0000,782.7200
anti.264,7.6737,102.0000,0.0000,782.7200
anti.265,7.7497,101.0000,0.0000,782.7200
diag.247,6.6332,118.0000,0.0000,782.7200
cross.10,0.5033,756.0000,641.0000,380.5000
diag.248,6.6332,118.0000,0.0000,782.7200
diag.249,6.7476,116.0000,0.0000,782.7200
diag.250,6.8660,114.0000,0.0000,782.7200
anti.266,7.2474,108.0000,0.0000,782.7200
diag.251,6.9267,113.0000,0.0000,782.7200
anti.267,7.3151,107.0000,0.0000,782.7200
diag.252,6.9886,112.0000,0.0000,782.7200
anti.268,7.3842,106.0000,0.0000,782.7200
anti.269,7.4545,105.0000,0.0000,782.7200
diag.253,6.9267,113.0000,0.0000,782.7200
anti.270,7.3842,106.0000,0.0000,782.7200
anti.271,7.3842,106.0000,0.0000,782.7200
diag.254,6.8063,115.0000,0.0000,782.7200
anti.272,7.5262,104.0000,0.0000,782.7200
diag.255,6.8660,114.0000,0.0000,782.7200
anti.273,7.5992,103.0000,0.0000,782.7200
anti.274,7.5992,103.0000,0.0000,782.7200
anti.275,7.5262,104.0000,0.0000,782.7200
diag.256,6.6899,117.0000,1.0000,782.7200
diag.257,6.7476,116.0000,0.0000,782.7200
anti.276,7.7497,101.0000,0.0000,782.7200
diag.258,6.8660,114.0000,0.0000,782.7200
anti.277,7.6737,102.0000,0.0000,782.7200
diag.259,6.9886,112.0000,0.0000,782.7200
anti.278,7.5262,104.0000,0.0000,782.7200
diag.260,7.0515,111.0000,0.0000,782.7200
anti.279,7.6737,102.0000,0.0000,782.7200
anti.280,7.5992,103.0000,0.0000,782.7200
diag.261,6.9267,113.0000,0.0000,782.7200
diag.262,7.0515,111.0000,0.0000,782.7200
diag.263,6.9886,112.0000,0.0000,782.7200
anti.281,7.3842,106.0000,0.0000,782.7200
anti.282,7.3842,106.0000,0.0000,782.7200
diag.264,6.8660,114.0000,0.0000,782.7200
anti.283,7.3151,107.0000,0.0000,782.7200
diag.265,6.8660,114.0000,0.0000,782.7200
anti.284,7.3151,107.0000,0.0000,782.7200
diag.266,6.7476,116.0000,0.0000,782.7200
anti.285,7.5262,104.0000,0.0000,782.7200
diag.267,6.8660,114.0000,0.0000,782.7200
anti.286,7.4545,105.0000,0.0000,782.7200
diag.268,6.7476,116.0000,0.0000,782.7200
anti.287,7.4545,105.0000,0.0000,782.7200
anti.288,7.6737,102.0000,0.0000,782.7200
diag.269,6.8063,115.0000,0.0000,782.7200
anti.289,7.5992,103.0000,0.0000,782.7200
anti.290,7.5262,104.0000,0.0000,782.7200
anti.291,7.7497,101.0000,0.0000,782.7200
diag.270,6.5227,120.0000,0.0000,782.7200
anti.292,7.6737,102.0000,0.0000,782.7200
diag.271,6.5227,120.0000,0.0000,782.7200
anti.293,7.6737,102.0000,0.0000,782.7200
diag.272,6.5227,120.0000,0.0000,782.7200
diag.273,6.5227,120.0000,0.0000,782.7200
anti.294,7.5262,104.0000,0.0000,782.7200
diag.274,6.6332,118.0000,0.0000,782.7200
anti.295,7.5992,103.0000,0.0000,782.7200
diag.275,6.6899,117.0000,0.0000,782.7200
anti.296,7.8272,100.0000,0.0000,782.7200
diag.276,6.8660,114.0000,0.0000,782.7200
diag.277,6.9267,113.0000,0.0000,782.7200
anti.297,7.7497,101.0000,0.0000,782.7200
diag.278,6.7476,116.0000,0.0000,782.7200
anti.298,7.5992,103.0000,0.0000,782.7200
anti.299,7.6737,102.0000,0.0000,782.7200
cross.11,0.4541,838.0000,721.0000,380.5000
diag.279,6.8660,114.0000,0.0000,782.7200
diag.280,6.9886,112.0000,0.0000,782.7200
anti.300,7.5992,103.0000,0.0000,782.7200
diag.281,7.0515,111.0000,0.0000,782.7200
anti.301,7.5262,104.0000,0.0000,782.7200
diag.282,7.0515,111.0000,0.0000,782.7200
anti.302,7.6737,102.0000,0.0000,782.7200
diag.283,6.9886,112.0000,0.0000,782.7200
diag.284,7.1156,110.0000,0.0000,782.7200
anti.303,7.5262,104.0000,0.0000,782.7200
diag.285,7.0515,111.0000,0.0000,782.7200
diag.286,7.1809,109.0000,0.0000,782.7200
anti.304,7.3151,107.0000,0.0000,782.7200
anti.305,7.3151,107.0000,0.0000,782.7200
anti.306,7.3151,107.0000,0.0000,782.7200
diag.287,6.9886,112.0000,0.0000,782.7200
anti.307,7.5262,104.0000,0.0000,782.7200
diag.288,7.0515,111.0000,0.0000,782.7200
anti.308,7.4545,105.0000,0.0000,782.7200
anti.309,7.5992,103.0000,0.0000,782.7200
diag.289,6.9267,113.0000,0.0000,782.7200
anti.310,7.5992,103.0000,0.0000,782.7200
diag.290,6.8660,114.0000,0.0000,782.7200
anti.311,7.5992,103.0000,0.0000,782.7200
diag.291,6.8660,114.0000,0.0000,782.7200
anti.312,7.4545,105.0000,0.0000,782.7200
anti.313,7.4545,105.0000,0.0000,782.7200
diag.292,6.7476,116.0000,0.0000,782.7200
diag.293,6.8063,115.0000,0.0000,782.7200
anti.314,7.3842,106.0000,0.0000,782.7200
diag.294,6.8660,114.0000,0.0000,782.7200
anti.315,7.4545,105.0000,0.0000,782.7200
diag.295,6.9886,112.0000,0.0000,782.7200
anti.316,7.6737,102.0000,0.0000,782.7200
anti.317,7.6737,102.0000,0.0000,782.7200
anti.318,7.5992,103.0000,0.0000,782.7200
diag.296,6.8063,115.0000,0.0000,782.7200
diag.297,6.7476,116.0000,0.0000,782.7200
anti.319,7.5992,103.0000,0.0000,782.7200
diag.298,6.8063,115.0000,0.0000,782.7200
anti.320,7.7497,101.0000,0.0000,782.7200
diag.299,6.9267,113.0000,0.0000,782.7200
anti.321,7.6737,102.0000,0.0000,782.7200
diag.300,6.9267,113.0000,0.0000,782.7200
anti.322,7.6737,102.0000,0.0000,782.7200
diag.301,6.8660,114.0000,0.0000,782.7200
diag.302,6.9267,113.0000,0.0000,782.7200
anti.323,7.5992,103.0000,0.0000,782.7200
anti.324,7.5992,103.0000,0.0000,782.7200
diag.303,6.9886,112.0000,0.0000,782.7200
diag.304,6.8660,114.0000,0.0000,782.7200
anti.325,7.5992,103.0000,0.0000,782.7200
anti.326,7.8272,100.0000,0.0000,782.7200
diag.305,6.8660,114.0000,0.0000,782.7200
diag.306,6.9886,112.0000,0.0000,782.7200
cross.12,0.4195,907.0000,783.0000,380.5000
diag.307,6.9267,113.0000,0.0000,782.7200
anti.327,7.4545,105.0000,0.0000,782.7200
diag.308,7.0515,111.0000,0.0000,782.7200
diag.309,7.2474,108.0000,0.0000,782.7200
anti.328,7.5992,103.0000,0.0000,782.7200
anti.329,7.5262,104.0000,0.0000,782.7200
diag.310,7.2474,108.0000,0.0000,782.7200
anti.330,7.5262,104.0000,0.0000,782.7200
diag.311,7.2474,108.0000,0.0000,782.7200
anti.331,7.5262,104.0000,0.0000,782.7200
anti.332,7.6737,102.0000,0.0000,782.7200
diag.312,7.0515,111.0000,0.0000,782.7200
anti.333,7.9869,98.0000,0.0000,782.7200
diag.313,7.1156,110.0000,0.0000,782.7200
anti.334,7.8272,100.0000,0.0000,782.7200
diag.314,6.9267,113.0000,1.0000,782.7200
